"","Sample","DPE","Flask","Individual","Strain","Family2","Group","Sample_name","fam_abundance","group2"
"309","A14K-L9_S47",22,"A14",9,"Aquaculture salmon strain","Moraxellaceae","Gut_Add-K","A14_9",3.79989065062876,"Gut_Add-K: Aquaculture salmon strain"
"310","A14K-L9_S47",22,"A14",9,"Aquaculture salmon strain","Neisseriaceae","Gut_Add-K","A14_9",0,"Gut_Add-K: Aquaculture salmon strain"
"311","A14K-L9_S47",22,"A14",9,"Aquaculture salmon strain","Oxalobacteraceae","Gut_Add-K","A14_9",39.8851831601968,"Gut_Add-K: Aquaculture salmon strain"
"312","A14K-L9_S47",22,"A14",9,"Aquaculture salmon strain","Planococcaceae","Gut_Add-K","A14_9",0,"Gut_Add-K: Aquaculture salmon strain"
"313","A14K-L9_S47",22,"A14",9,"Aquaculture salmon strain","Propionibacteriaceae","Gut_Add-K","A14_9",0.0182248952068526,"Gut_Add-K: Aquaculture salmon strain"
"314","A14K-L9_S47",22,"A14",9,"Aquaculture salmon strain","Pseudomonadaceae","Gut_Add-K","A14_9",30.6360488427192,"Gut_Add-K: Aquaculture salmon strain"
"315","A14K-L9_S47",22,"A14",9,"Aquaculture salmon strain","Rhodobacteraceae","Gut_Add-K","A14_9",0,"Gut_Add-K: Aquaculture salmon strain"
"316","A14K-L9_S47",22,"A14",9,"Aquaculture salmon strain","Sphingomonadaceae","Gut_Add-K","A14_9",2.83397120466557,"Gut_Add-K: Aquaculture salmon strain"
"317","A14K-L9_S47",22,"A14",9,"Aquaculture salmon strain","Staphylococcaceae","Gut_Add-K","A14_9",0.519409513395298,"Gut_Add-K: Aquaculture salmon strain"
"318","A14K-L9_S47",22,"A14",9,"Aquaculture salmon strain","Streptococcaceae","Gut_Add-K","A14_9",0,"Gut_Add-K: Aquaculture salmon strain"
"319","A14K-L9_S47",22,"A14",9,"Aquaculture salmon strain","Thermaceae","Gut_Add-K","A14_9",0,"Gut_Add-K: Aquaculture salmon strain"
"320","A14K-L9_S47",22,"A14",9,"Aquaculture salmon strain","Unassigned","Gut_Add-K","A14_9",12.0375432841261,"Gut_Add-K: Aquaculture salmon strain"
"321","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Comamonadaceae","Gut_Add-r","A2_10",0,"Gut_Add-r: Aquaculture salmon strain"
"322","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Corynebacteriaceae","Gut_Add-r","A2_10",0,"Gut_Add-r: Aquaculture salmon strain"
"323","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Flavobacteriaceae","Gut_Add-r","A2_10",0.0272851296043656,"Gut_Add-r: Aquaculture salmon strain"
"324","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Geodermatophilaceae","Gut_Add-r","A2_10",0,"Gut_Add-r: Aquaculture salmon strain"
"325","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Lactobacillaceae","Gut_Add-r","A2_10",0,"Gut_Add-r: Aquaculture salmon strain"
"326","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Methylobacteriaceae","Gut_Add-r","A2_10",0,"Gut_Add-r: Aquaculture salmon strain"
"327","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Microbacteriaceae","Gut_Add-r","A2_10",0,"Gut_Add-r: Aquaculture salmon strain"
"328","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Micrococcaceae","Gut_Add-r","A2_10",0,"Gut_Add-r: Aquaculture salmon strain"
"329","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Moraxellaceae","Gut_Add-r","A2_10",0,"Gut_Add-r: Aquaculture salmon strain"
"330","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Neisseriaceae","Gut_Add-r","A2_10",0,"Gut_Add-r: Aquaculture salmon strain"
"331","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Oxalobacteraceae","Gut_Add-r","A2_10",32.2601182355616,"Gut_Add-r: Aquaculture salmon strain"
"332","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Planococcaceae","Gut_Add-r","A2_10",0,"Gut_Add-r: Aquaculture salmon strain"
"333","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Propionibacteriaceae","Gut_Add-r","A2_10",28.4402000909504,"Gut_Add-r: Aquaculture salmon strain"
"334","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Pseudomonadaceae","Gut_Add-r","A2_10",0,"Gut_Add-r: Aquaculture salmon strain"
"335","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Rhodobacteraceae","Gut_Add-r","A2_10",0,"Gut_Add-r: Aquaculture salmon strain"
"336","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Sphingomonadaceae","Gut_Add-r","A2_10",0,"Gut_Add-r: Aquaculture salmon strain"
"337","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Staphylococcaceae","Gut_Add-r","A2_10",1.43701682582992,"Gut_Add-r: Aquaculture salmon strain"
"338","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Streptococcaceae","Gut_Add-r","A2_10",0,"Gut_Add-r: Aquaculture salmon strain"
"339","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Thermaceae","Gut_Add-r","A2_10",0,"Gut_Add-r: Aquaculture salmon strain"
"340","A2r-L10_S4",22,"A2",10,"Aquaculture salmon strain","Unassigned","Gut_Add-r","A2_10",5.6844020009095,"Gut_Add-r: Aquaculture salmon strain"
"341","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Comamonadaceae","Gut_Add-r","A2_7",0.0638220277169949,"Gut_Add-r: Aquaculture salmon strain"
"342","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Corynebacteriaceae","Gut_Add-r","A2_7",0,"Gut_Add-r: Aquaculture salmon strain"
"343","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Flavobacteriaceae","Gut_Add-r","A2_7",0,"Gut_Add-r: Aquaculture salmon strain"
"344","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Geodermatophilaceae","Gut_Add-r","A2_7",0,"Gut_Add-r: Aquaculture salmon strain"
"345","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Lactobacillaceae","Gut_Add-r","A2_7",0,"Gut_Add-r: Aquaculture salmon strain"
"346","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Methylobacteriaceae","Gut_Add-r","A2_7",0,"Gut_Add-r: Aquaculture salmon strain"
"347","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Microbacteriaceae","Gut_Add-r","A2_7",0,"Gut_Add-r: Aquaculture salmon strain"
"348","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Micrococcaceae","Gut_Add-r","A2_7",0,"Gut_Add-r: Aquaculture salmon strain"
"349","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Moraxellaceae","Gut_Add-r","A2_7",0,"Gut_Add-r: Aquaculture salmon strain"
"350","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Neisseriaceae","Gut_Add-r","A2_7",0,"Gut_Add-r: Aquaculture salmon strain"
"351","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Oxalobacteraceae","Gut_Add-r","A2_7",31.6466083150985,"Gut_Add-r: Aquaculture salmon strain"
"352","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Planococcaceae","Gut_Add-r","A2_7",0,"Gut_Add-r: Aquaculture salmon strain"
"353","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Propionibacteriaceae","Gut_Add-r","A2_7",0.0911743253099927,"Gut_Add-r: Aquaculture salmon strain"
"354","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Pseudomonadaceae","Gut_Add-r","A2_7",33.3424507658643,"Gut_Add-r: Aquaculture salmon strain"
"355","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Rhodobacteraceae","Gut_Add-r","A2_7",0,"Gut_Add-r: Aquaculture salmon strain"
"356","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Sphingomonadaceae","Gut_Add-r","A2_7",0,"Gut_Add-r: Aquaculture salmon strain"
"357","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Staphylococcaceae","Gut_Add-r","A2_7",0,"Gut_Add-r: Aquaculture salmon strain"
"358","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Streptococcaceae","Gut_Add-r","A2_7",0,"Gut_Add-r: Aquaculture salmon strain"
"359","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Thermaceae","Gut_Add-r","A2_7",0,"Gut_Add-r: Aquaculture salmon strain"
"360","A2r-L7_S1",22,"A2",7,"Aquaculture salmon strain","Unassigned","Gut_Add-r","A2_7",22.0733041575492,"Gut_Add-r: Aquaculture salmon strain"
"361","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Comamonadaceae","Gut_Add-r","A2_8",0.274499039253363,"Gut_Add-r: Aquaculture salmon strain"
"362","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Corynebacteriaceae","Gut_Add-r","A2_8",0,"Gut_Add-r: Aquaculture salmon strain"
"363","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Flavobacteriaceae","Gut_Add-r","A2_8",0.530698142556501,"Gut_Add-r: Aquaculture salmon strain"
"364","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Geodermatophilaceae","Gut_Add-r","A2_8",0,"Gut_Add-r: Aquaculture salmon strain"
"365","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Lactobacillaceae","Gut_Add-r","A2_8",0,"Gut_Add-r: Aquaculture salmon strain"
"366","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Methylobacteriaceae","Gut_Add-r","A2_8",0,"Gut_Add-r: Aquaculture salmon strain"
"367","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Microbacteriaceae","Gut_Add-r","A2_8",0,"Gut_Add-r: Aquaculture salmon strain"
"368","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Micrococcaceae","Gut_Add-r","A2_8",0,"Gut_Add-r: Aquaculture salmon strain"
"369","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Moraxellaceae","Gut_Add-r","A2_8",0.0914996797511209,"Gut_Add-r: Aquaculture salmon strain"
"370","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Neisseriaceae","Gut_Add-r","A2_8",0,"Gut_Add-r: Aquaculture salmon strain"
"371","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Oxalobacteraceae","Gut_Add-r","A2_8",1.14374599688901,"Gut_Add-r: Aquaculture salmon strain"
"372","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Planococcaceae","Gut_Add-r","A2_8",0,"Gut_Add-r: Aquaculture salmon strain"
"373","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Propionibacteriaceae","Gut_Add-r","A2_8",0,"Gut_Add-r: Aquaculture salmon strain"
"374","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Pseudomonadaceae","Gut_Add-r","A2_8",68.7711593009424,"Gut_Add-r: Aquaculture salmon strain"
"375","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Rhodobacteraceae","Gut_Add-r","A2_8",0,"Gut_Add-r: Aquaculture salmon strain"
"376","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Sphingomonadaceae","Gut_Add-r","A2_8",0,"Gut_Add-r: Aquaculture salmon strain"
"377","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Staphylococcaceae","Gut_Add-r","A2_8",0,"Gut_Add-r: Aquaculture salmon strain"
"378","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Streptococcaceae","Gut_Add-r","A2_8",0,"Gut_Add-r: Aquaculture salmon strain"
"379","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Thermaceae","Gut_Add-r","A2_8",0,"Gut_Add-r: Aquaculture salmon strain"
"380","A2r-L8_S2",22,"A2",8,"Aquaculture salmon strain","Unassigned","Gut_Add-r","A2_8",16.2777930277244,"Gut_Add-r: Aquaculture salmon strain"
"381","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Comamonadaceae","Gut_Add-r","A2_9",0,"Gut_Add-r: Aquaculture salmon strain"
"382","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Corynebacteriaceae","Gut_Add-r","A2_9",0,"Gut_Add-r: Aquaculture salmon strain"
"383","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Flavobacteriaceae","Gut_Add-r","A2_9",0,"Gut_Add-r: Aquaculture salmon strain"
"384","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Geodermatophilaceae","Gut_Add-r","A2_9",0,"Gut_Add-r: Aquaculture salmon strain"
"385","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Lactobacillaceae","Gut_Add-r","A2_9",0,"Gut_Add-r: Aquaculture salmon strain"
"386","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Methylobacteriaceae","Gut_Add-r","A2_9",0,"Gut_Add-r: Aquaculture salmon strain"
"387","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Microbacteriaceae","Gut_Add-r","A2_9",0,"Gut_Add-r: Aquaculture salmon strain"
"388","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Micrococcaceae","Gut_Add-r","A2_9",0,"Gut_Add-r: Aquaculture salmon strain"
"389","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Moraxellaceae","Gut_Add-r","A2_9",0.0184467810367091,"Gut_Add-r: Aquaculture salmon strain"
"390","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Neisseriaceae","Gut_Add-r","A2_9",0.00922339051835455,"Gut_Add-r: Aquaculture salmon strain"
"391","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Oxalobacteraceae","Gut_Add-r","A2_9",0.00922339051835455,"Gut_Add-r: Aquaculture salmon strain"
"392","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Planococcaceae","Gut_Add-r","A2_9",0,"Gut_Add-r: Aquaculture salmon strain"
"393","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Propionibacteriaceae","Gut_Add-r","A2_9",1.12525364323925,"Gut_Add-r: Aquaculture salmon strain"
"394","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Pseudomonadaceae","Gut_Add-r","A2_9",0.0184467810367091,"Gut_Add-r: Aquaculture salmon strain"
"395","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Rhodobacteraceae","Gut_Add-r","A2_9",0,"Gut_Add-r: Aquaculture salmon strain"
"396","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Sphingomonadaceae","Gut_Add-r","A2_9",20.5312672938572,"Gut_Add-r: Aquaculture salmon strain"
"397","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Staphylococcaceae","Gut_Add-r","A2_9",0,"Gut_Add-r: Aquaculture salmon strain"
"398","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Streptococcaceae","Gut_Add-r","A2_9",0,"Gut_Add-r: Aquaculture salmon strain"
"399","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Thermaceae","Gut_Add-r","A2_9",0,"Gut_Add-r: Aquaculture salmon strain"
"400","A2r-L9_S3",22,"A2",9,"Aquaculture salmon strain","Unassigned","Gut_Add-r","A2_9",76.535694521306,"Gut_Add-r: Aquaculture salmon strain"
"401","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Comamonadaceae","Gut_Add-K","A3_10",0.928454396504642,"Gut_Add-K: Aquaculture salmon strain"
"402","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Corynebacteriaceae","Gut_Add-K","A3_10",0,"Gut_Add-K: Aquaculture salmon strain"
"403","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Flavobacteriaceae","Gut_Add-K","A3_10",0,"Gut_Add-K: Aquaculture salmon strain"
"404","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Geodermatophilaceae","Gut_Add-K","A3_10",0,"Gut_Add-K: Aquaculture salmon strain"
"405","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Lactobacillaceae","Gut_Add-K","A3_10",0,"Gut_Add-K: Aquaculture salmon strain"
"406","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Methylobacteriaceae","Gut_Add-K","A3_10",0,"Gut_Add-K: Aquaculture salmon strain"
"407","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Microbacteriaceae","Gut_Add-K","A3_10",0.546149645002731,"Gut_Add-K: Aquaculture salmon strain"
"408","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Micrococcaceae","Gut_Add-K","A3_10",0.373202257418533,"Gut_Add-K: Aquaculture salmon strain"
"409","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Moraxellaceae","Gut_Add-K","A3_10",0,"Gut_Add-K: Aquaculture salmon strain"
"410","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Neisseriaceae","Gut_Add-K","A3_10",0,"Gut_Add-K: Aquaculture salmon strain"
"411","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Oxalobacteraceae","Gut_Add-K","A3_10",25.468778445294,"Gut_Add-K: Aquaculture salmon strain"
"412","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Planococcaceae","Gut_Add-K","A3_10",0,"Gut_Add-K: Aquaculture salmon strain"
"413","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Propionibacteriaceae","Gut_Add-K","A3_10",0,"Gut_Add-K: Aquaculture salmon strain"
"414","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Pseudomonadaceae","Gut_Add-K","A3_10",42.8363371563808,"Gut_Add-K: Aquaculture salmon strain"
"415","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Rhodobacteraceae","Gut_Add-K","A3_10",0,"Gut_Add-K: Aquaculture salmon strain"
"416","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Sphingomonadaceae","Gut_Add-K","A3_10",2.67613326051338,"Gut_Add-K: Aquaculture salmon strain"
"417","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Staphylococcaceae","Gut_Add-K","A3_10",0,"Gut_Add-K: Aquaculture salmon strain"
"418","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Streptococcaceae","Gut_Add-K","A3_10",8.63826688512652,"Gut_Add-K: Aquaculture salmon strain"
"419","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Thermaceae","Gut_Add-K","A3_10",0,"Gut_Add-K: Aquaculture salmon strain"
"420","A3K-L10_S36",22,"A3",10,"Aquaculture salmon strain","Unassigned","Gut_Add-K","A3_10",11.6602949208083,"Gut_Add-K: Aquaculture salmon strain"
"421","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Comamonadaceae","Gut_Add-K","A3_7",6.40838650865998,"Gut_Add-K: Aquaculture salmon strain"
"422","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Corynebacteriaceae","Gut_Add-K","A3_7",0,"Gut_Add-K: Aquaculture salmon strain"
"423","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Flavobacteriaceae","Gut_Add-K","A3_7",1.73199635369189,"Gut_Add-K: Aquaculture salmon strain"
"424","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Geodermatophilaceae","Gut_Add-K","A3_7",0,"Gut_Add-K: Aquaculture salmon strain"
"425","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Lactobacillaceae","Gut_Add-K","A3_7",0,"Gut_Add-K: Aquaculture salmon strain"
"426","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Methylobacteriaceae","Gut_Add-K","A3_7",0,"Gut_Add-K: Aquaculture salmon strain"
"427","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Microbacteriaceae","Gut_Add-K","A3_7",0,"Gut_Add-K: Aquaculture salmon strain"
"428","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Micrococcaceae","Gut_Add-K","A3_7",0,"Gut_Add-K: Aquaculture salmon strain"
"429","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Moraxellaceae","Gut_Add-K","A3_7",7.14676390154968,"Gut_Add-K: Aquaculture salmon strain"
"430","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Neisseriaceae","Gut_Add-K","A3_7",0,"Gut_Add-K: Aquaculture salmon strain"
"431","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Oxalobacteraceae","Gut_Add-K","A3_7",10.1914311759344,"Gut_Add-K: Aquaculture salmon strain"
"432","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Planococcaceae","Gut_Add-K","A3_7",0,"Gut_Add-K: Aquaculture salmon strain"
"433","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Propionibacteriaceae","Gut_Add-K","A3_7",0.0638103919781222,"Gut_Add-K: Aquaculture salmon strain"
"434","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Pseudomonadaceae","Gut_Add-K","A3_7",42.5250683682771,"Gut_Add-K: Aquaculture salmon strain"
"435","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Rhodobacteraceae","Gut_Add-K","A3_7",0,"Gut_Add-K: Aquaculture salmon strain"
"436","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Sphingomonadaceae","Gut_Add-K","A3_7",3.41841385597083,"Gut_Add-K: Aquaculture salmon strain"
"437","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Staphylococcaceae","Gut_Add-K","A3_7",0.0455788514129444,"Gut_Add-K: Aquaculture salmon strain"
"438","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Streptococcaceae","Gut_Add-K","A3_7",0.0182315405651778,"Gut_Add-K: Aquaculture salmon strain"
"439","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Thermaceae","Gut_Add-K","A3_7",0,"Gut_Add-K: Aquaculture salmon strain"
"440","A3K-L7_S33",22,"A3",7,"Aquaculture salmon strain","Unassigned","Gut_Add-K","A3_7",16.517775752051,"Gut_Add-K: Aquaculture salmon strain"
"441","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Comamonadaceae","Gut_Add-K","A3_8",14.4598185650142,"Gut_Add-K: Aquaculture salmon strain"
"442","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Corynebacteriaceae","Gut_Add-K","A3_8",0,"Gut_Add-K: Aquaculture salmon strain"
"443","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Flavobacteriaceae","Gut_Add-K","A3_8",0,"Gut_Add-K: Aquaculture salmon strain"
"444","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Geodermatophilaceae","Gut_Add-K","A3_8",0,"Gut_Add-K: Aquaculture salmon strain"
"445","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Lactobacillaceae","Gut_Add-K","A3_8",0,"Gut_Add-K: Aquaculture salmon strain"
"446","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Methylobacteriaceae","Gut_Add-K","A3_8",0,"Gut_Add-K: Aquaculture salmon strain"
"447","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Microbacteriaceae","Gut_Add-K","A3_8",0,"Gut_Add-K: Aquaculture salmon strain"
"448","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Micrococcaceae","Gut_Add-K","A3_8",0,"Gut_Add-K: Aquaculture salmon strain"
"449","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Moraxellaceae","Gut_Add-K","A3_8",2.21753871529369,"Gut_Add-K: Aquaculture salmon strain"
"450","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Neisseriaceae","Gut_Add-K","A3_8",0,"Gut_Add-K: Aquaculture salmon strain"
"451","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Oxalobacteraceae","Gut_Add-K","A3_8",0.623110052231284,"Gut_Add-K: Aquaculture salmon strain"
"452","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Planococcaceae","Gut_Add-K","A3_8",0,"Gut_Add-K: Aquaculture salmon strain"
"453","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Propionibacteriaceae","Gut_Add-K","A3_8",0.0458169156052415,"Gut_Add-K: Aquaculture salmon strain"
"454","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Pseudomonadaceae","Gut_Add-K","A3_8",48.7400348208559,"Gut_Add-K: Aquaculture salmon strain"
"455","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Rhodobacteraceae","Gut_Add-K","A3_8",0,"Gut_Add-K: Aquaculture salmon strain"
"456","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Sphingomonadaceae","Gut_Add-K","A3_8",0,"Gut_Add-K: Aquaculture salmon strain"
"457","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Staphylococcaceae","Gut_Add-K","A3_8",4.03188857326125,"Gut_Add-K: Aquaculture salmon strain"
"458","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Streptococcaceae","Gut_Add-K","A3_8",13.9833226427197,"Gut_Add-K: Aquaculture salmon strain"
"459","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Thermaceae","Gut_Add-K","A3_8",0,"Gut_Add-K: Aquaculture salmon strain"
"460","A3K-L8_S34",22,"A3",8,"Aquaculture salmon strain","Unassigned","Gut_Add-K","A3_8",7.69724182168056,"Gut_Add-K: Aquaculture salmon strain"
"461","A3K-L9_S35",22,"A3",9,"Aquaculture salmon strain","Comamonadaceae","Gut_Add-K","A3_9",1.27620783956244,"Gut_Add-K: Aquaculture salmon strain"
"462","A3K-L9_S35",22,"A3",9,"Aquaculture salmon strain","Corynebacteriaceae","Gut_Add-K","A3_9",0.145852324521422,"Gut_Add-K: Aquaculture salmon strain"
"463","A3K-L9_S35",22,"A3",9,"Aquaculture salmon strain","Flavobacteriaceae","Gut_Add-K","A3_9",0.209662716499544,"Gut_Add-K: Aquaculture salmon strain"
"464","A3K-L9_S35",22,"A3",9,"Aquaculture salmon strain","Geodermatophilaceae","Gut_Add-K","A3_9",3.02643573381951,"Gut_Add-K: Aquaculture salmon strain"
"465","A3K-L9_S35",22,"A3",9,"Aquaculture salmon strain","Lactobacillaceae","Gut_Add-K","A3_9",0,"Gut_Add-K: Aquaculture salmon strain"
"466","A3K-L9_S35",22,"A3",9,"Aquaculture salmon strain","Methylobacteriaceae","Gut_Add-K","A3_9",0,"Gut_Add-K: Aquaculture salmon strain"
"467","A3K-L9_S35",22,"A3",9,"Aquaculture salmon strain","Microbacteriaceae","Gut_Add-K","A3_9",0.793072014585232,"Gut_Add-K: Aquaculture salmon strain"
"468","A3K-L9_S35",22,"A3",9,"Aquaculture salmon strain","Micrococcaceae","Gut_Add-K","A3_9",4.12944393801276,"Gut_Add-K: Aquaculture salmon strain"
"469","A3K-L9_S35",22,"A3",9,"Aquaculture salmon strain","Moraxellaceae","Gut_Add-K","A3_9",1.66818596171376,"Gut_Add-K: Aquaculture salmon strain"
"470","A3K-L9_S35",22,"A3",9,"Aquaculture salmon strain","Neisseriaceae","Gut_Add-K","A3_9",0,"Gut_Add-K: Aquaculture salmon strain"
"471","A3K-L9_S35",22,"A3",9,"Aquaculture salmon strain","Oxalobacteraceae","Gut_Add-K","A3_9",5.75205104831358,"Gut_Add-K: Aquaculture salmon strain"
